Flight ID,Engine,TOW (kg),TOW2_OpenAP (kg),Fuel Burnt (kg) ,Fuel Burnt OpenAP (kg),takeoff,climb,cruise,step climb,descent,landing,unknown
2022_10_27_1203_39644E__A332_F-GZCO,Trent 772,185109.62,174913.02,40909.62,30713.017777796813,32.0,2144.0,18024.0,0.0,1596.0,0.0,296.0
2022_10_27_1951_39644E__A332_F-GZCO,Trent 772,146427.37,145905.04,2227.37,1705.0440922422758,36.0,256.0,232.0,0.0,580.0,0.0,40.0
2022_10_27_2218_39644E__A332_F-GZCO,Trent 772,181721.86,171602.23,37521.86,27402.232580843818,32.0,2100.0,16008.0,0.0,1856.0,0.0,148.0
2022_10_28_0006_3C64F4__A343_D-AIGT,CFM56-5C3,262856.09,170361.38,105856.09,13361.375741533808,0.0,1664.0,30428.0,0.0,1824.0,0.0,168.0
2022_10_28_1203_39644E__A332_F-GZCO,Trent 772,180054.58,171022.84,35854.58,26822.840966230688,32.0,1832.0,15908.0,0.0,1556.0,0.0,168.0
2022_10_28_1255_3C64F4__A343_D-AIGT,CFM56-5C3,N/A,157124.48,125781.56,124.47525625037244,68.0,2312.0,35664.0,0.0,1540.0,0.0,172.0
2022_10_28_1303_3C656F__A333_D-AIKO,Trent 772,187829.06,179188.22,38049.06,29408.22407143008,28.0,1680.0,17591.0,0.0,2184.0,0.0,88.0
2022_10_28_1905_39644E__A332_F-GZCO,Trent 772,156174.78,151154.62,11974.78,6954.615280923557,8.0,1872.0,940.0,0.0,1704.0,0.0,52.0
2022_10_28_2116_3C656F__A333_D-AIKO,Trent 772,191179.27,182748.02,41399.27,32968.02453436346,36.0,1660.0,19792.0,0.0,1909.0,0.0,140.0
2022_10_28_2233_39644E__A332_F-GZCO,Trent 772,181936.46,171959.13,37736.46,27759.131490399377,8.0,2148.0,16260.0,0.0,1368.0,0.0,116.0
2022_10_29_0322_3C64F4__A343_D-AIGT,CFM56-5C3,N/A,157000.0,119502.64,0.0,0.0,1968.0,34276.0,0.0,1772.0,0.0,132.0
2022_10_29_0838_39644E__A332_F-GZCO,Trent 772,204186.95,193561.99,59986.95,49361.99342495469,44.0,2388.0,29188.0,0.0,1548.0,0.0,168.0
2022_10_29_0928_3C656F__A333_D-AIKO,Trent 772,213525.86,204202.65,63745.86,54422.654251002816,28.0,2268.0,31904.0,0.0,1764.0,0.0,176.0
2022_10_29_2010_39644E__A332_F-GZCO,Trent 772,209705.52,200412.52,65505.52,56212.518973299484,0.0,2704.0,31724.0,0.0,1568.0,0.0,404.0
2022_10_29_2026_3C64F4__A343_D-AIGT,CFM56-5C3,N/A,157087.79,140028.55,87.78550852936326,48.0,2096.0,40440.0,4.0,1564.0,0.0,216.0
2022_10_29_2033_3C6565__A333_D-AIKE,Trent 772,209559.3,201553.54,59779.3,51773.53644769865,28.0,1740.0,31308.0,0.0,1196.0,0.0,112.0
2022_10_29_2151_3C656F__A333_D-AIKO,Trent 772,212629.93,202650.04,62849.93,52870.04158767149,36.0,2280.0,31326.0,0.0,1428.0,0.0,360.0
2022_10_30_0725_3C6565__A333_D-AIKE,Trent 772,160247.12,156666.57,10467.12,6886.567002041355,0.0,1256.0,2096.0,0.0,1324.0,0.0,80.0
2022_10_30_1104_3C656F__A333_D-AIKO,Trent 772,199466.26,189297.32,49686.26,39517.323549184315,28.0,2032.0,24044.0,0.0,1300.0,0.0,104.0
2022_10_30_1424_3C6565__A333_D-AIKE,Trent 772,160360.72,157179.86,10580.72,7399.8568228432505,0.0,1152.0,2288.0,0.0,1832.0,0.0,188.0
2022_10_30_1512_39644E__A332_F-GZCO,Trent 772,183984.81,175203.66,39784.81,31003.664926036636,36.0,2192.0,17248.0,0.0,1392.0,0.0,220.0
2022_10_30_1705_3C64F4__A343_D-AIGT,CFM56-5C3,N/A,157117.07,152667.41,117.06933673846792,64.0,2732.0,43448.0,4.0,1488.0,0.0,392.0
2022_10_30_1807_3C6565__A333_D-AIKE,Trent 772,210771.44,200803.42,60991.44,51023.416241361454,0.0,1824.0,31588.0,4.0,2108.0,0.0,116.0
2022_10_30_2054_3C656F__A333_D-AIKO,Trent 772,200274.88,189857.95,50494.88,40077.953420831014,0.0,2368.0,23409.0,0.0,1732.0,0.0,228.0
2022_10_30_2321_39644E__A332_F-GZCO,Trent 772,185370.74,174844.96,41170.74,30644.96212172506,32.0,2328.0,17608.0,0.0,1756.0,0.0,128.0
2022_10_31_1206_3C64F4__A343_D-AIGT,CFM56-5C3,240394.2,167298.42,83394.2,10298.416884672393,44.0,1960.0,22964.0,0.0,1504.0,0.0,160.0
2022_10_31_1330_39644E__A332_F-GZCO,Trent 772,186346.9,177879.59,42146.9,33679.59247150582,32.0,2168.0,18756.0,4.0,1596.0,0.0,156.0
2022_10_31_1946_3C6565__A333_D-AIKE,Trent 772,201037.14,192031.58,51257.14,42251.57685624374,28.0,1956.0,25092.0,0.0,1760.0,0.0,160.0
2022_10_31_2141_3C64F4__A343_D-AIGT,CFM56-5C3,255670.71,170138.17,98670.71,13138.169224347072,52.0,1944.0,27684.0,4.0,1884.0,0.0,160.0
2022_10_31_2216_39644E__A332_F-GZCO,Trent 772,186961.92,175465.02,42761.92,31265.02222861571,0.0,2392.0,18500.0,0.0,1864.0,0.0,96.0
2022_11_01_0500_3C6565__A333_D-AIKE,Trent 772,154300.96,153484.84,4520.96,3704.8353621889146,40.0,556.0,616.0,0.0,816.0,0.0,56.0
2022_11_01_0711_3C6565__A333_D-AIKE,Trent 772,153902.64,152923.19,4122.64,3143.1860467340234,0.0,588.0,304.0,0.0,1168.0,0.0,56.0
2022_11_01_0906_39644E__A332_F-GZCO,Trent 772,186961.86,178904.03,42761.86,34704.03249495432,32.0,1896.0,20132.0,0.0,1212.0,0.0,188.0
2022_11_01_0921_3C656F__A333_D-AIKO,Trent 772,218145.65,208551.24,68365.65,58771.23547468748,24.0,2336.0,34564.0,0.0,1923.0,0.0,100.0
2022_11_01_0935_3C6565__A333_D-AIKE,Trent 772,201949.82,194258.18,52169.82,44478.18490492918,48.0,1932.0,25672.0,0.0,1772.0,0.0,112.0
2022_11_01_1029_3C64F4__A343_D-AIGT,CFM56-5C3,251702.7,168965.41,94702.7,11965.406483043855,64.0,1964.0,26408.0,0.0,1848.0,0.0,148.0
2022_11_01_2109_3C6565__A333_D-AIKE,Trent 772,211978.09,202462.15,62198.09,52682.14800819199,36.0,1896.0,32160.0,0.0,1520.0,0.0,188.0
2022_11_01_2137_3C64F4__A343_D-AIGT,CFM56-5C3,242104.65,166736.4,85104.65,9736.401710808885,48.0,1728.0,23804.0,0.0,1676.0,0.0,92.0
2022_11_01_2258_3C656F__A333_D-AIKO,Trent 772,208859.74,198429.87,59079.74,48649.869927400694,52.0,2108.0,29413.0,0.0,1576.0,0.0,324.0
2022_11_02_0715_39644E__A332_F-GZCO,Trent 772,155363.44,150876.37,11163.44,6676.3730376333615,0.0,1780.0,816.0,0.0,1516.0,0.0,60.0
2022_11_02_0831_3C6565__A333_D-AIKE,Trent 772,159216.16,156314.71,9436.16,6534.709198244782,0.0,1036.0,2088.0,0.0,1516.0,0.0,64.0
2022_11_02_0948_39644E__A332_F-GZCO,Trent 772,186144.47,175776.7,41944.47,31576.70219008214,4.0,1996.0,19192.0,0.0,1948.0,0.0,112.0
2022_11_02_1157_3C656F__A333_D-AIKO,Trent 772,184646.08,175704.5,34866.08,25924.49986963046,40.0,1908.0,14928.0,0.0,1852.0,0.0,140.0
2022_11_02_1412_3C6565__A333_D-AIKE,Trent 772,161297.44,157453.81,11517.44,7673.8067552316115,0.0,1204.0,2844.0,0.0,1528.0,0.0,92.0
2022_11_02_1817_3C6565__A333_D-AIKE,Trent 772,210739.44,201160.02,60959.44,51380.01807453613,0.0,1712.0,32028.0,0.0,1836.0,0.0,112.0
2022_11_02_1824_3C656F__A333_D-AIKO,Trent 772,154992.56,153465.35,5212.56,3685.3469400390286,0.0,688.0,592.0,0.0,1404.0,0.0,48.0
2022_11_02_2042_3C656F__A333_D-AIKO,Trent 772,156638.79,155091.45,6858.79,5311.45166400542,44.0,852.0,1016.0,0.0,1156.0,0.0,40.0
2022_11_02_2302_3C656F__A333_D-AIKO,Trent 772,189614.72,179850.34,39834.72,30070.33900211911,0.0,1792.0,18568.0,0.0,1832.0,0.0,128.0
2022_11_03_0958_3C64F4__A343_D-AIGT,CFM56-5C3,249559.88,168923.12,92559.88,11923.11751855577,44.0,1972.0,25848.0,0.0,1252.0,0.0,168.0
2022_11_03_1017_39644E__A332_F-GZCO,Trent 772,186557.08,177293.55,42357.08,33093.54971684971,20.0,2084.0,19152.0,0.0,1452.0,0.0,480.0
2022_11_03_1154_3C656F__A333_D-AIKO,Trent 772,192451.1,182252.34,42671.1,32472.339034192402,0.0,2307.0,18654.0,0.0,1544.0,0.0,588.0
2022_11_03_1810_39644E__A332_F-GZCO,Trent 772,146335.38,145707.42,2135.38,1507.4238215711569,28.0,292.0,88.0,0.0,584.0,0.0,48.0
2022_11_03_1940_3C64F4__A343_D-AIGT,CFM56-5C3,172588.2,158534.33,15588.2,1534.32556745443,44.0,1440.0,2520.0,0.0,1512.0,0.0,84.0
2022_11_03_2032_39644E__A332_F-GZCO,Trent 772,146767.38,146208.19,2567.38,2008.187197299742,28.0,364.0,52.0,0.0,808.0,0.0,56.0
2022_11_03_2124_3C6565__A333_D-AIKE,Trent 772,212276.93,203094.73,62496.93,53314.729948870576,16.0,1728.0,33020.0,0.0,1376.0,0.0,144.0
2022_11_03_2240_39644E__A332_F-GZCO,Trent 772,185416.77,174692.39,41216.77,30492.38715122145,56.0,2304.0,17524.0,0.0,2040.0,0.0,124.0
2022_11_03_2340_3C64F4__A343_D-AIGT,CFM56-5C3,269767.23,172889.82,112767.23,15889.819947716273,44.0,2108.0,31920.0,0.0,1616.0,0.0,140.0
2022_11_04_0905_3C6565__A333_D-AIKE,Trent 772,159369.2,156579.09,9589.2,6799.09086849829,0.0,996.0,2460.0,0.0,1052.0,0.0,84.0
2022_11_04_1106_3C656F__A333_D-AIKO,Trent 772,187760.36,179826.74,37980.36,30046.739448333035,20.0,1800.0,17312.0,0.0,1704.0,0.0,236.0
2022_11_04_1141_39644E__A332_F-GZCO,Trent 772,187370.51,179369.29,43170.51,35169.2925245237,24.0,2212.0,19140.0,0.0,1724.0,0.0,504.0
2022_11_04_1239_3C64F4__A343_D-AIGT,CFM56-5C3,240420.0,166369.84,83420.0,9369.84144009236,44.0,1684.0,23260.0,0.0,2040.0,0.0,304.0
2022_11_04_1427_3C6565__A333_D-AIKE,Trent 772,160382.08,157078.91,10602.08,7298.914627763574,0.0,1084.0,2700.0,0.0,1420.0,0.0,56.0
2022_11_04_1752_3C656F__A333_D-AIKO,Trent 772,155724.07,153814.3,5944.07,4034.3009945240788,4.0,944.0,232.0,0.0,1352.0,0.0,76.0
2022_11_04_1816_3C6565__A333_D-AIKE,Trent 772,210202.24,200178.26,60422.24,50398.26049693003,0.0,1848.0,31088.0,0.0,2160.0,0.0,304.0
2022_11_04_2002_3C656F__A333_D-AIKO,Trent 772,157129.3,154555.76,7349.3,4775.761908372546,32.0,1100.0,476.0,0.0,1464.0,0.0,56.0
2022_11_04_2130_39644E__A332_F-GZCO,Trent 772,189059.77,178024.19,44859.77,33824.18688070146,36.0,2140.0,20344.0,0.0,1940.0,0.0,384.0
2022_11_04_2221_3C64F4__A343_D-AIGT,CFM56-5C3,254784.92,170946.33,97784.92,13946.327698829155,24.0,1804.0,27728.0,0.0,1460.0,0.0,124.0
2022_11_04_2221_3C656F__A333_D-AIKO,Trent 772,188319.91,178782.08,38539.91,29002.077663047632,4.0,1864.0,17500.0,4.0,1592.0,0.0,376.0
2022_11_05_0953_3C6565__A333_D-AIKE,Trent 772,177723.83,170687.27,27943.83,20907.267899361897,44.0,1768.0,11084.0,0.0,1748.0,0.0,80.0
2022_11_05_1014_39644E__A332_F-GZCO,Trent 772,176359.87,168500.41,32159.87,24300.407805661776,24.0,1864.0,13448.0,0.0,1776.0,0.0,188.0
2022_11_05_1137_3C64F4__A343_D-AIGT,CFM56-5C3,242404.78,166798.18,85404.78,9798.17888314851,64.0,1804.0,23728.0,0.0,1744.0,0.0,256.0
2022_11_05_1536_3C6565__A333_D-AIKE,Trent 772,176497.98,169962.71,26717.98,20182.705521215954,52.0,1732.0,10268.0,0.0,2072.0,0.0,148.0
2022_11_05_1610_39644E__A332_F-GZCO,Trent 772,153701.74,150440.46,9501.74,6240.457444553168,12.0,1284.0,1276.0,0.0,1584.0,0.0,60.0
2022_11_05_1939_39644E__A332_F-GZCO,Trent 772,155450.62,150813.23,11250.62,6613.232552420623,48.0,1780.0,616.0,0.0,1744.0,0.0,28.0
2022_11_05_2136_3C64F4__A343_D-AIGT,CFM56-5C3,257473.41,170251.71,100473.41,13251.71326481796,56.0,1936.0,28256.0,4.0,1888.0,0.0,128.0
2022_11_05_2139_3C6565__A333_D-AIKE,Trent 772,210938.02,200375.29,61158.02,50595.29401974685,32.0,1968.0,31248.0,0.0,1648.0,0.0,208.0
2022_11_05_2303_3C656F__A333_D-AIKO,Trent 772,198597.36,188710.41,48817.36,38930.41486601314,0.0,1944.0,23692.0,0.0,1900.0,0.0,88.0
2022_11_05_2306_39644E__A332_F-GZCO,Trent 772,178050.69,168444.06,33850.69,24244.06198628097,16.0,2084.0,13808.0,0.0,1880.0,0.0,180.0
2022_11_06_1058_3C656F__A333_D-AIKO,Trent 772,189789.46,181325.25,40009.46,31545.24909577456,28.0,1988.0,17880.0,0.0,2012.0,0.0,148.0
2022_11_06_1346_39644E__A332_F-GZCO,Trent 772,178704.04,169355.46,34504.04,25155.457340774512,20.0,1924.0,14816.0,0.0,1540.0,0.0,196.0
2022_11_06_1826_3C656F__A333_D-AIKO,Trent 772,157799.94,155890.5,8019.94,6110.504027040584,28.0,1084.0,844.0,0.0,1784.0,0.0,84.0
2022_11_06_1917_3C6565__A333_D-AIKE,Trent 772,209797.04,201859.44,60017.04,52079.44179726229,0.0,1704.0,31548.0,0.0,1592.0,0.0,108.0
2022_11_06_2033_39644E__A332_F-GZCO,Trent 772,151883.43,149586.32,7683.43,5386.316805326413,44.0,1072.0,756.0,0.0,1380.0,0.0,52.0
2022_11_06_2104_3C656F__A333_D-AIKO,Trent 772,158268.89,155541.76,8488.89,5761.762416946782,36.0,1024.0,1448.0,0.0,1340.0,0.0,76.0
2022_11_06_2338_39644E__A332_F-GZCO,Trent 772,177756.8,168888.84,33556.8,24688.84371146568,40.0,1688.0,14688.0,0.0,2276.0,0.0,64.0
2022_11_06_2344_3C656F__A333_D-AIKO,Trent 772,189597.96,179183.3,39817.96,29403.30359065411,32.0,2132.0,17380.0,0.0,1751.0,0.0,140.0
2022_11_07_1220_3C6565__A333_D-AIKE,Trent 772,207485.62,197676.07,57705.62,47896.069211758484,28.0,1924.0,29264.0,0.0,1624.0,0.0,176.0
2022_11_07_1226_3C64F4__A343_D-AIGT,CFM56-5C3,242236.01,167159.96,85236.01,10159.964358804718,48.0,1852.0,23628.0,4.0,1872.0,0.0,136.0
2022_11_07_1343_39644E__A332_F-GZCO,Trent 772,179051.39,169998.22,34851.39,25798.215556956886,24.0,1956.0,14832.0,4.0,1744.0,0.0,204.0
2022_11_07_2022_39644E__A332_F-GZCO,Trent 772,151466.26,149693.65,7266.26,5493.654582023883,32.0,872.0,1160.0,0.0,1412.0,0.0,64.0
2022_11_07_2221_3C64F4__A343_D-AIGT,CFM56-5C3,252769.65,169311.94,95769.65,12311.93757396936,32.0,1744.0,27120.0,0.0,1792.0,0.0,120.0
2022_11_07_2354_39644E__A332_F-GZCO,Trent 772,177302.26,168203.28,33102.26,24003.278125679248,32.0,1884.0,13860.0,0.0,1936.0,0.0,272.0
2022_11_07_2354_3C6565__A333_D-AIKE,Trent 772,206051.86,195229.31,56271.86,45449.310117055196,28.0,2216.0,27408.0,0.0,1716.0,0.0,192.0
2022_11_08_0808_39644E__A332_F-GZCO,Trent 772,186184.12,178255.64,41984.12,34055.640004482586,20.0,2440.0,18032.0,0.0,1112.0,0.0,112.0
2022_11_08_1240_3C6565__A333_D-AIKE,Trent 772,211055.31,202141.4,61275.31,52361.40399161627,24.0,1904.0,31520.0,0.0,1764.0,0.0,196.0
2022_11_08_1409_3C64F4__A343_D-AIGT,CFM56-5C3,208243.89,161976.86,51243.89,4976.859102508335,40.0,1604.0,13432.0,0.0,1568.0,0.0,64.0
2022_11_08_1610_39644E__A332_F-GZCO,Trent 772,153760.47,150374.35,9560.47,6174.350948133404,4.0,1328.0,1344.0,0.0,1196.0,0.0,36.0
2022_11_08_2204_39644E__A332_F-GZCO,Trent 772,187028.64,176414.88,42828.64,32214.875220948226,0.0,2324.0,18696.0,0.0,1916.0,0.0,224.0
2022_11_08_2257_3C64F4__A343_D-AIGT,CFM56-5C3,213495.62,162406.22,56495.62,5406.218836650525,0.0,1508.0,15224.0,0.0,1844.0,0.0,144.0
2022_11_09_0045_3C6565__A333_D-AIKE,Trent 772,201919.05,193235.63,52139.05,43455.6284991163,36.0,1808.0,26092.0,0.0,1768.0,0.0,116.0
2022_11_09_0951_3C64F4__A343_D-AIGT,CFM56-5C3,275846.89,174186.95,118846.89,17186.945670998997,40.0,2216.0,33644.0,0.0,1800.0,0.0,156.0
2022_11_09_1015_39644E__A332_F-GZCO,Trent 772,185093.78,177004.63,40893.78,32804.62970681336,28.0,2012.0,18508.0,0.0,1492.0,0.0,220.0
2022_11_09_1742_39644E__A332_F-GZCO,Trent 772,146637.71,145955.59,2437.71,1755.5889630443821,24.0,260.0,352.0,0.0,684.0,0.0,72.0
2022_11_09_1916_3C6565__A333_D-AIKE,Trent 772,199556.66,190646.25,49776.66,40866.25485726345,32.0,1828.0,24572.0,0.0,1640.0,0.0,232.0
2022_11_09_2036_39644E__A332_F-GZCO,Trent 772,146859.78,146214.32,2659.78,2014.3169906153726,28.0,328.0,256.0,0.0,732.0,0.0,36.0
2022_11_09_2228_3C64F4__A343_D-AIGT,CFM56-5C3,260630.33,169855.32,103630.33,12855.316591333009,44.0,1816.0,29424.0,0.0,1920.0,0.0,192.0
2022_11_09_2259_39644E__A332_F-GZCO,Trent 772,187235.14,177268.25,43035.14,33068.25254347019,32.0,2608.0,17908.0,0.0,1604.0,0.0,220.0
2022_11_10_0414_3C6565__A333_D-AIKE,Trent 772,153287.85,152415.24,3507.85,2635.242331462072,36.0,524.0,16.0,0.0,1044.0,0.0,76.0
2022_11_10_0628_3C6565__A333_D-AIKE,Trent 772,153529.04,152800.02,3749.04,3020.0159666926897,40.0,504.0,244.0,0.0,960.0,0.0,72.0
2022_11_10_0851_3C6565__A333_D-AIKE,Trent 772,203546.5,193797.01,53766.5,44017.01459835627,32.0,2088.0,26224.0,4.0,1744.0,0.0,148.0
2022_11_10_1124_39644E__A332_F-GZCO,Trent 772,185818.9,178182.71,41618.9,33982.70899367568,32.0,2372.0,17672.0,0.0,1800.0,0.0,312.0
2022_11_10_1850_39644E__A332_F-GZCO,Trent 772,146395.14,145808.37,2195.14,1608.366163548403,28.0,292.0,124.0,0.0,588.0,0.0,48.0
2022_11_10_2047_39644E__A332_F-GZCO,Trent 772,146540.67,146141.59,2340.67,1941.5901277046064,24.0,272.0,248.0,0.0,732.0,0.0,40.0
2022_11_10_2145_3C6565__A333_D-AIKE,Trent 772,210195.73,202857.81,60415.73,53077.81220181297,56.0,1796.0,31300.0,0.0,1552.0,0.0,108.0
2022_11_10_2259_39644E__A332_F-GZCO,Trent 772,187142.97,177315.41,42942.97,33115.41022427008,36.0,2508.0,18128.0,0.0,1728.0,0.0,164.0
2022_11_11_0856_3C6565__A333_D-AIKE,Trent 772,161664.56,157256.14,11884.56,7476.1361034708225,0.0,1280.0,2960.0,0.0,1104.0,0.0,140.0
2022_11_11_1243_3C64F4__A343_D-AIGT,CFM56-5C3,242056.22,166950.74,85056.22,9950.741638356854,60.0,1724.0,23724.0,0.0,1936.0,0.0,164.0
2022_11_11_1407_3C6565__A333_D-AIKE,Trent 772,161799.68,157715.0,12019.68,7934.996272615092,0.0,1268.0,2996.0,0.0,1396.0,0.0,104.0
2022_11_11_1524_39644E__A332_F-GZCO,Trent 772,183141.34,174276.66,38941.34,30076.661948456745,48.0,2020.0,17092.0,12.0,1664.0,0.0,208.0
2022_11_11_1843_3C6565__A333_D-AIKE,Trent 772,211016.72,203739.87,61236.72,53959.87262684015,0.0,1772.0,32156.0,0.0,1464.0,0.0,56.0
2022_11_11_2249_3C64F4__A343_D-AIGT,CFM56-5C3,249979.14,169726.73,92979.14,12726.728764832831,32.0,1852.0,26064.0,0.0,1920.0,0.0,200.0
2022_11_11_2319_39644E__A332_F-GZCO,Trent 772,184270.02,173870.23,40070.02,29670.233943634325,32.0,2360.0,16804.0,0.0,1732.0,0.0,196.0
2022_11_12_1100_3C6565__A333_D-AIKE,Trent 772,205995.89,197596.73,56215.89,47816.73327279637,56.0,1832.0,28352.0,0.0,2200.0,0.0,80.0
2022_11_12_1236_3C64F4__A343_D-AIGT,CFM56-5C3,243402.27,167976.36,86402.27,10976.359561481735,52.0,1848.0,23956.0,0.0,2168.0,0.0,112.0
2022_11_12_1239_39644E__A332_F-GZCO,Trent 772,179871.05,170662.03,35671.05,26462.034590488518,36.0,1932.0,15352.0,0.0,1924.0,0.0,124.0
2022_11_12_1939_39644E__A332_F-GZCO,Trent 772,153517.82,150627.08,9317.82,6427.083051563139,8.0,1160.0,1604.0,0.0,1496.0,0.0,44.0
2022_11_12_2229_3C6565__A333_D-AIKE,Trent 772,206726.59,197538.34,56946.59,47758.340344450284,24.0,2376.0,27388.0,0.0,1544.0,0.0,220.0
2022_11_12_2252_3C64F4__A343_D-AIGT,CFM56-5C3,250760.09,168955.39,93760.09,11955.394809549962,64.0,2060.0,26012.0,0.0,1648.0,0.0,120.0
2022_11_12_2256_39644E__A332_F-GZCO,Trent 772,183099.7,174060.45,38899.7,29860.453164730417,32.0,1956.0,17388.0,0.0,1648.0,0.0,168.0
2022_11_13_1009_39644E__A332_F-GZCO,Trent 772,198812.66,187750.81,54612.66,43550.8103598214,32.0,2236.0,26288.0,0.0,1772.0,0.0,148.0
2022_11_13_1345_3C64F4__A343_D-AIGT,CFM56-5C3,213573.09,162288.14,56573.09,5288.140216876396,52.0,1584.0,15084.0,0.0,1624.0,0.0,148.0
2022_11_13_1615_3C6565__A333_D-AIKE,Trent 772,217011.54,208769.75,67231.54,58989.74544754023,32.0,2024.0,34892.0,4.0,1640.0,0.0,104.0
2022_11_13_2106_39644E__A332_F-GZCO,Trent 772,194107.9,183906.83,49907.9,39706.83421482642,48.0,1828.0,24436.0,0.0,2176.0,0.0,156.0
2022_11_13_2316_3C64F4__A343_D-AIGT,CFM56-5C3,208644.16,161783.65,51644.16,4783.653630927441,0.0,1412.0,13828.0,0.0,1976.0,0.0,116.0
2022_11_14_0518_3C6565__A333_D-AIKE,Trent 772,221355.78,212593.26,71575.78,62813.255471021606,32.0,2188.0,37116.0,0.0,1588.0,0.0,112.0
2022_11_14_0936_3C64F4__A343_D-AIGT,CFM56-5C3,259848.2,170774.47,102848.2,13774.465417358573,40.0,1744.0,29352.0,0.0,1556.0,0.0,132.0
2022_11_14_1105_39644E__A332_F-GZCO,Trent 772,184819.55,176971.25,40619.55,32771.24593590892,24.0,1968.0,18428.0,0.0,1636.0,0.0,264.0
2022_11_14_1820_39644E__A332_F-GZCO,Trent 772,146084.66,145639.33,1884.66,1439.326746459525,28.0,124.0,576.0,0.0,260.0,0.0,36.0
2022_11_14_1942_3C6565__A333_D-AIKE,Trent 772,200752.84,190863.55,50972.84,41083.545930985536,20.0,2068.0,24632.0,0.0,1704.0,0.0,96.0
2022_11_14_2051_3C64F4__A343_D-AIGT,CFM56-5C3,265889.96,171843.56,108889.96,14843.563667196331,76.0,2208.0,30488.0,0.0,1780.0,0.0,136.0
2022_11_14_2110_39644E__A332_F-GZCO,Trent 772,146591.78,146204.87,2391.78,2004.8691232673305,28.0,260.0,340.0,0.0,604.0,0.0,56.0
2022_11_14_2255_39644E__A332_F-GZCO,Trent 772,186707.42,176030.78,42507.42,31830.777283437852,52.0,2392.0,18172.0,0.0,1664.0,0.0,192.0
2022_11_15_0449_3C6565__A333_D-AIKE,Trent 772,154377.7,153260.47,4597.7,3480.467079372012,32.0,604.0,472.0,0.0,1040.0,0.0,44.0
2022_11_15_0700_3C6565__A333_D-AIKE,Trent 772,153852.8,152822.73,4072.8,3042.730162730973,0.0,588.0,312.0,0.0,1028.0,0.0,80.0
2022_11_15_0916_3C6565__A333_D-AIKE,Trent 772,202679.66,193333.41,52899.66,43553.40537351019,48.0,1944.0,26128.0,0.0,1712.0,0.0,60.0
2022_11_15_1004_3C64F4__A343_D-AIGT,CFM56-5C3,243250.94,166816.32,86250.94,9816.316303607768,36.0,1792.0,24056.0,4.0,1800.0,0.0,172.0
2022_11_15_1244_3C656F__A333_D-AIKO,Trent 772,183478.67,175923.38,33698.67,26143.38396481742,24.0,1696.0,14964.0,0.0,1816.0,0.0,80.0
2022_11_15_1636_39644E__A332_F-GZCO,Trent 772,185246.92,175506.21,41046.92,31306.213093729086,20.0,2168.0,18000.0,0.0,1648.0,0.0,484.0
2022_11_15_1856_3C656F__A333_D-AIKO,Trent 772,153986.0,153284.4,4206.0,3504.403615994938,40.0,448.0,704.0,0.0,1004.0,0.0,36.0
2022_11_15_2116_3C656F__A333_D-AIKO,Trent 772,154987.68,153632.62,5207.68,3852.6164719041494,40.0,620.0,832.0,0.0,864.0,0.0,40.0
2022_11_15_2130_3C64F4__A343_D-AIGT,CFM56-5C3,230613.88,164523.06,73613.88,7523.056191712075,72.0,1472.0,20508.0,0.0,1832.0,0.0,108.0
2022_11_15_2308_3C656F__A333_D-AIKO,Trent 772,189696.65,180216.19,39916.65,30436.18776382845,36.0,1888.0,18119.0,0.0,2008.0,0.0,116.0
2022_11_16_0112_39644E__A332_F-GZCO,Trent 772,184829.94,174300.11,40629.94,30100.11446268121,32.0,2048.0,17980.0,0.0,2224.0,0.0,180.0
2022_11_16_0908_3C6565__A333_D-AIKE,Trent 772,210999.65,201518.14,61219.65,51738.14018085551,16.0,2352.0,30008.0,0.0,2036.0,0.0,196.0
2022_11_16_1023_3C656F__A333_D-AIKO,Trent 772,207124.76,198808.98,57344.76,49028.98362230687,0.0,1956.0,28821.0,0.0,2192.0,0.0,278.0
2022_11_16_1330_39644E__A332_F-GZCO,Trent 772,181637.65,171481.85,37437.65,27281.847168378332,16.0,2340.0,15328.0,0.0,1480.0,0.0,320.0
2022_11_16_2050_39644E__A332_F-GZCO,Trent 772,152647.74,149431.23,8447.74,5231.231572621882,48.0,1404.0,164.0,0.0,1348.0,0.0,96.0
2022_11_16_2113_3C6565__A333_D-AIKE,Trent 772,202698.72,193413.13,52918.72,43633.131305671996,40.0,1844.0,26524.0,0.0,1556.0,0.0,108.0
2022_11_16_2246_3C656F__A333_D-AIKO,Trent 772,201577.4,191297.73,51797.4,41517.726798720076,0.0,2098.0,25135.0,0.0,1656.0,0.0,132.0
2022_11_16_2334_39644E__A332_F-GZCO,Trent 772,176697.08,167454.23,32497.08,23254.228972188073,60.0,1836.0,13656.0,0.0,1628.0,0.0,188.0
2022_11_17_0954_39644E__A332_F-GZCO,Trent 772,198921.98,188897.5,54721.98,44697.504683102896,12.0,2200.0,26496.0,0.0,1968.0,0.0,108.0
2022_11_17_1131_3C6565__A333_D-AIKE,Trent 772,205525.02,197095.88,55745.02,47315.88152534462,8.0,1664.0,28884.0,0.0,1816.0,0.0,148.0
2022_11_17_1315_3C64F4__A343_D-AIGT,CFM56-5C3,N/A,157043.95,134814.18,43.95282239325092,24.0,2092.0,38860.0,0.0,1668.0,0.0,132.0
